PetId,amt_sum_12m,amt_mean,amt_max,n_claims,Species,Breed,Premium,Deductible,EnrollPath,pet_age_months,EnrollDate,last_claim_date,first_claim_date,days_since_policy_start,first_claim_gap_days,preexisting_proxy,loss_ratio_12m
1775,2376.88,594.22,1717.24,4,Dog,French Bulldog,80.52,1000.0,Phone,6.0,2018-02-07 15:42:00,2006-09-18 13:58:00,2005-07-18 10:53:00,,,0.0,20.0
1776,388.7,77.74,99.0,5,Dog,Mixed breed Medium (20 - 55lbs when full grown),70.42,250.0,Phone,72.0,2018-02-01 10:36:00,2011-06-19 20:58:00,2005-11-18 15:41:00,,,0.0,5.519738710593581
1777,178.0,178.0,178.0,1,Cat,<Mixed Breed (Cat)>,26.84,350.0,Web,36.0,2018-03-11 18:06:00,2008-11-18 23:12:00,2008-11-18 23:12:00,,,0.0,6.631892697466468
1779,1902.26,1902.26,1902.26,1,Cat,Domestic Shorthair,129.41,500.0,Phone,132.0,2018-08-15 15:49:00,2012-10-18 16:30:00,2003-04-20 02:50:00,,,0.0,14.699482265667259
1782,1077.01,538.505,636.71,2,Dog,Australian Labradoodle,68.42,350.0,Phone,6.0,2018-06-03 13:10:00,2002-03-19 07:19:00,2001-11-19 10:18:00,,,0.0,15.741157556270096
1785,283.5,141.75,155.05,2,Dog,Labradoodle,85.59,405.0,Web,6.0,2018-01-18 06:27:00,2012-12-19 10:05:00,2001-02-19 04:52:00,,,0.0,3.312302839116719
1786,10000.0,4752.183333333333,8000.0,3,Cat,Bengal,38.9,250.0,Phone,6.0,2018-10-23 17:31:00,2006-08-20 23:40:00,2006-07-20 10:20:00,,,0.0,20.0
1787,785.82,785.82,785.82,1,Dog,American Pitbull Terrier,197.37,0.0,EB,84.0,2018-01-01 00:00:00,2004-12-18 14:20:00,2004-12-18 14:20:00,,,0.0,3.9814561483508135
1795,152.08,152.08,152.08,1,Dog,Boxer,135.46,100.0,Web,6.0,2018-06-05 15:44:00,2012-11-20 20:57:00,2001-10-20 16:46:00,,,0.0,1.122693045917614
1796,227.6,227.6,227.6,1,Dog,Great Dane,125.99,400.0,Phone,6.0,2018-12-10 08:55:00,2005-11-20 08:20:00,2005-11-20 08:20:00,,,0.0,1.8064925787760933
1797,652.87,326.435,577.0,2,Dog,Cockapoo,58.1,200.0,Phone,6.0,2018-04-06 08:45:00,2011-03-19 14:58:00,2001-07-19 19:27:00,,,0.0,11.237005163511187
1798,259.36,259.36,259.36,1,Cat,Bengal,26.63,200.0,Web,24.0,2018-05-10 09:07:00,2010-05-18 23:50:00,2010-05-18 23:50:00,,,0.0,9.739391663537365
1803,127.75,63.875,77.25,2,Dog,Shiba Inu,36.1,500.0,Phone,6.0,2018-09-12 14:07:00,2012-10-19 08:00:00,2001-06-20 12:31:00,,,0.0,3.538781163434903
1806,85.06,85.06,85.06,1,Dog,Boxer,94.13,250.0,Phone,6.0,2018-10-24 10:53:00,2009-03-19 10:19:00,2002-07-19 15:06:00,,,0.0,0.9036438967385532
1808,3692.5,1846.25,3406.75,2,Dog,Mixed breed Medium (20 - 55lbs when full grown),68.73,500.0,Phone,36.0,2018-10-12 06:04:00,2006-12-20 18:36:00,2006-12-20 15:12:00,,,0.0,20.0
1811,499.75,499.75,499.75,1,Dog,Dalmatian,94.9,250.0,Web,6.0,2018-05-11 12:00:00,2007-10-20 15:31:00,2007-10-20 15:31:00,,,0.0,5.2660695468914644
1813,217.6,217.6,217.6,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),111.35,100.0,Phone,6.0,2018-12-20 08:11:00,2012-12-20 04:12:00,2005-05-20 15:04:00,,,0.0,1.954198473282443
1814,113.59,113.59,113.59,1,Dog,Labrador Retriever,28.67,100.0,EB,12.0,2018-01-01 00:00:00,2012-10-19 12:01:00,2002-11-20 00:47:00,,,0.0,3.961981164980816
1815,452.40999999999997,90.482,213.67,5,Dog,Australian Shepherd,44.93,400.0,Phone,6.0,2018-05-22 14:12:00,2009-08-20 20:27:00,2006-02-20 09:13:00,,,0.0,10.069218784776318
1817,254.10000000000002,127.05000000000001,144.37,2,Dog,Pomeranian,112.58,750.0,Phone,84.0,2018-11-13 07:57:00,2010-09-19 13:11:00,2010-07-19 19:17:00,,,0.0,2.2570616450524073
1819,386.78,386.78,386.78,1,Dog,Mixed breed Small (up to 20lbs when full grown),52.11,400.0,Web,6.0,2018-06-11 14:02:00,2012-04-20 17:40:00,2004-07-20 13:22:00,,,0.0,7.422375743619266
1822,2539.1,2539.1,2539.1,1,Dog,Boston Terrier,42.51,700.0,Phone,12.0,2018-07-03 18:20:00,2009-06-19 18:56:00,2009-06-19 18:56:00,,,0.0,20.0
1823,63.5,63.5,63.5,1,Cat,Ragdoll,62.19,0.0,Web,6.0,2018-07-16 17:12:00,2009-04-18 04:59:00,2005-08-19 01:31:00,,,0.0,1.0210644798199067
1824,414.49,414.49,414.49,1,Dog,Poodle-Toy,106.36,500.0,Phone,6.0,2018-05-23 08:43:00,2012-02-20 09:06:00,2006-03-20 14:40:00,,,0.0,3.8970477623166606
1825,269.22,134.61,169.22,2,Dog,Golden Retriever,33.97,800.0,Web,6.0,2018-04-29 05:10:00,2012-08-20 21:25:00,2012-08-20 21:22:00,,,0.0,7.925228142478659
1827,897.83,448.915,883.63,2,Dog,Cavalier King Charles Spaniel,103.17,200.0,Web,6.0,2018-12-24 08:30:00,2003-10-20 14:24:00,2003-10-20 14:19:00,,,0.0,8.702432877774546
1829,730.38,243.46,376.85,3,Dog,Yorkshire Terrier,109.47,0.0,Phone,48.0,2018-08-09 12:11:00,2012-08-20 15:32:00,2012-08-20 15:28:00,,,0.0,6.67196492189641
1830,233.56,233.56,233.56,1,Dog,Dalmatian,62.9,250.0,Phone,6.0,2018-10-16 11:38:00,2012-03-19 06:58:00,2003-12-19 10:06:00,,,0.0,3.7131955484896664
1834,882.23,441.115,716.9,2,Dog,Mixed breed Large (55 – 90lbs when full grown),56.64,1000.0,Phone,6.0,2018-11-25 19:31:00,2009-01-20 01:27:00,2003-09-20 16:10:00,,,0.0,15.576094632768362
1836,309.0,309.0,309.0,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),106.58,200.0,Web,6.0,2018-03-15 13:29:00,2010-03-18 01:09:00,2006-03-19 17:44:00,,,0.0,2.8992306248827173
1838,724.0,724.0,724.0,1,Dog,Pomeranian,75.55,1000.0,Phone,84.0,2018-06-20 07:00:00,2010-09-19 07:17:00,2010-09-19 07:17:00,,,0.0,9.583057577763071
1840,85.0,85.0,85.0,1,Dog,Cockapoo,22.75,700.0,Web,6.0,2018-04-22 04:09:00,2012-12-18 19:45:00,2001-09-19 23:33:00,,,0.0,3.7362637362637363
1844,10000.0,5000.0,8046.07,2,Dog,American Staffordshire Terrier,119.14,700.0,Web,48.0,2018-10-18 10:18:00,2012-01-20 19:53:00,2011-04-20 06:15:00,,,0.0,20.0
1847,313.18,104.39333333333333,137.24,3,Dog,Cane Corso,150.86,500.0,Web,6.0,2018-01-05 14:10:00,2007-10-20 00:27:00,2005-08-18 13:56:00,,,0.0,2.0759644703698794
1848,121.99,121.99,121.99,1,Dog,German Shepherd,45.31,1000.0,Phone,6.0,2018-05-12 12:08:00,2007-09-20 05:59:00,2004-07-20 08:21:00,,,0.0,2.6923416464356653
1850,807.2,807.2,807.2,1,Dog,Catahoula Cur/Leopard Dog,39.78,800.0,Phone,6.0,2018-07-11 08:22:00,2011-04-19 23:20:00,2011-04-19 23:20:00,,,0.0,20.0
1851,630.25,630.25,630.25,1,Dog,American Pitbull Terrier,83.86,700.0,Web,24.0,2018-01-04 08:35:00,2009-05-20 15:13:00,2007-09-19 16:50:00,,,0.0,7.5155020271881705
1853,1719.0,343.8,572.0,5,Dog,Poodle-Standard,102.29,500.0,Phone,36.0,2018-04-10 13:01:00,2007-11-20 07:08:00,2007-10-20 10:20:00,,,0.0,16.80516179489686
1854,107.53,107.53,107.53,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),54.3,200.0,Web,6.0,2018-05-17 08:31:00,2012-12-18 05:50:00,2001-07-20 00:03:00,,,0.0,1.9802946593001842
1858,325.0,325.0,325.0,1,Dog,Rhodesian Ridgeback,132.21,850.0,Web,72.0,2018-05-02 14:10:00,2002-06-20 03:14:00,2002-06-20 03:14:00,,,0.0,2.4582104228121926
1861,296.55,296.55,296.55,1,Dog,Bichon Frise,49.99,250.0,Phone,6.0,2018-05-29 13:42:00,2012-12-20 18:32:00,2005-01-19 10:33:00,,,0.0,5.9321864372874575
1866,48.17,48.17,48.17,1,Dog,Mixed breed (Unknown size),50.44,75.0,EB,60.0,2018-10-01 00:00:00,2010-09-19 12:10:00,2007-05-19 11:45:00,,,0.0,0.9549960348929422
1867,2108.61,702.87,1076.45,3,Dog,Mixed breed Large (55 – 90lbs when full grown),99.35,250.0,Phone,6.0,2018-12-16 14:36:00,2004-10-19 08:20:00,2002-02-19 12:30:00,,,0.0,20.0
1870,111.35,111.35,111.35,1,Dog,Mixed breed Small (up to 20lbs when full grown),63.51,100.0,Phone,6.0,2018-07-19 09:00:00,2012-12-18 21:03:00,2012-12-18 21:03:00,,,0.0,1.7532672020154305
1872,603.4,603.4,603.4,1,Cat,Domestic Shorthair,58.58,200.0,Phone,12.0,2018-06-24 19:15:00,2004-02-20 08:28:00,2004-02-20 08:28:00,,,0.0,10.300443837487197
1874,3260.38,1086.7933333333333,1946.72,3,Dog,Australian Labradoodle,92.71,200.0,Web,6.0,2018-09-17 07:25:00,2012-07-18 12:54:00,2002-02-19 07:40:00,,,0.0,20.0
1875,1068.18,534.09,959.37,2,Dog,French Bulldog,253.76,250.0,Phone,6.0,2018-03-22 16:02:00,2011-07-18 17:57:00,2003-09-19 12:47:00,,,0.0,4.209410466582598
1878,188.76,188.76,188.76,1,Dog,Australian Labradoodle,79.82,200.0,Phone,6.0,2018-07-07 11:29:00,2011-11-20 13:49:00,2011-11-20 13:49:00,,,0.0,2.3648208469055376
1882,729.0,729.0,729.0,1,Dog,Boxer,88.99,500.0,Web,12.0,2018-04-12 10:09:00,2007-10-19 09:46:00,2007-10-19 09:46:00,,,0.0,8.191931677716598
1888,324.66999999999996,162.33499999999998,165.66,2,Cat,Ragdoll,24.22,250.0,Web,6.0,2018-11-05 17:46:00,2002-12-20 14:08:00,2002-12-20 14:07:00,,,0.0,13.405037159372418
1889,121.83,121.83,121.83,1,Dog,Old English Sheepdog,45.25,800.0,Phone,6.0,2018-04-10 09:49:00,2003-06-19 15:08:00,2003-06-19 15:08:00,,,0.0,2.6923756906077347
1899,160.0,160.0,160.0,1,Dog,Mixed breed (Unknown size),154.44,75.0,Phone,12.0,2018-07-01 00:00:00,2008-04-20 08:09:00,2008-04-20 08:09:00,,,0.0,1.036001036001036
1914,278.04,139.02,181.87,2,Dog,English Bulldog,91.08,500.0,Phone,72.0,2018-01-08 10:10:00,2010-02-19 11:08:00,2001-09-18 15:02:00,,,0.0,3.05270092226614
1915,410.25,410.25,410.25,1,Dog,Irish Terrier,67.33,700.0,Web,6.0,2018-12-13 21:20:00,2012-10-20 00:36:00,2012-10-20 00:36:00,,,0.0,6.0931234219515815
1918,967.51,967.51,967.51,1,Dog,Miniature Smooth Haired Dachshund,43.81,250.0,Phone,6.0,2018-10-03 13:36:00,2010-03-18 09:24:00,2010-03-18 09:24:00,,,0.0,20.0
1921,344.84,344.84,344.84,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),33.68,1000.0,Phone,24.0,2018-01-17 17:27:00,2010-08-20 07:27:00,2006-07-20 05:42:00,,,0.0,10.238717339667458
1923,925.8800000000001,462.94000000000005,709.83,2,Dog,German Shepherd,114.68,250.0,Web,6.0,2018-12-21 00:57:00,2010-09-20 12:59:00,2001-03-19 15:38:00,,,0.0,8.073596093477503
1925,1857.95,1857.95,1857.95,1,Cat,<Mixed Breed (Cat)>,46.87,200.0,Web,60.0,2018-10-02 11:41:00,2007-08-20 20:41:00,2007-08-20 20:41:00,,,0.0,20.0
1927,190.0,190.0,190.0,1,Dog,French Bulldog,98.39,500.0,Phone,6.0,2018-02-22 15:32:00,2012-09-19 19:14:00,2004-05-19 07:05:00,,,0.0,1.931090557983535
1932,186.54,186.54,186.54,1,Dog,Labradoodle,42.86,200.0,Web,6.0,2018-01-01 14:45:00,2006-04-18 15:26:00,2004-01-20 07:16:00,,,0.0,4.352309846010266
1933,1023.6,255.9,442.5,4,Dog,Field Spaniel,45.43,1000.0,Web,60.0,2018-01-20 08:38:00,2005-06-19 12:58:00,2001-06-20 03:12:00,,,0.0,20.0
1934,343.55,171.775,230.35,2,Dog,Greater Swiss Mountain Dog,74.8,800.0,Phone,6.0,2018-11-18 18:06:00,2011-01-19 12:57:00,2001-02-20 13:14:00,,,0.0,4.592914438502675
1936,1365.99,1365.99,1365.99,1,Dog,Mixed breed Small (up to 20lbs when full grown),65.64,500.0,Phone,12.0,2018-04-09 08:05:00,2005-06-19 02:17:00,2005-06-19 02:17:00,,,0.0,20.0
1937,199.7,199.7,199.7,1,Dog,Cocker Spaniel,48.41,700.0,Phone,36.0,2018-11-30 16:32:00,2011-05-20 21:20:00,2001-10-20 18:46:00,,,0.0,4.1251807477793845
1941,141.36,141.36,141.36,1,Dog,Mixed breed Small (up to 20lbs when full grown),49.06,250.0,Phone,6.0,2018-03-14 17:22:00,2008-10-20 13:53:00,2002-11-20 12:31:00,,,0.0,2.8813697513249084
1942,981.7,490.85,506.64,2,Dog,Labradoodle,58.74,200.0,Phone,24.0,2018-03-04 11:20:00,2009-02-20 11:16:00,2009-02-20 07:43:00,,,0.0,16.712631937351038
1943,507.55,507.55,507.55,1,Dog,Mixed breed Large (55 – 90lbs when full grown),56.5,200.0,Phone,6.0,2018-05-31 08:37:00,2003-12-19 21:49:00,2003-12-19 21:49:00,,,0.0,8.983185840707964
1944,357.36,357.36,357.36,1,Dog,Cavalier King Charles Spaniel,62.29,500.0,Web,6.0,2018-01-28 06:09:00,2004-08-19 11:24:00,2004-08-19 11:24:00,,,0.0,5.737036442446621
1946,21.39,21.39,21.39,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),53.65,500.0,Phone,24.0,2018-03-25 04:33:00,2005-12-20 07:04:00,2005-12-20 07:04:00,,,0.0,0.3986952469711091
1949,70.0,70.0,70.0,1,Dog,Beagle,93.66,500.0,Phone,36.0,2018-10-26 08:05:00,2012-08-20 01:02:00,2001-11-19 00:18:00,,,0.0,0.7473841554559043
1950,458.25,458.25,458.25,1,Cat,Domestic Longhair,87.2,200.0,Web,120.0,2018-11-08 00:56:00,2004-02-19 12:37:00,2003-01-19 10:46:00,,,0.0,5.255160550458715
1952,931.28,232.82,380.98,4,Dog,Yorkshire Terrier,102.67,500.0,Phone,96.0,2018-06-06 11:48:00,2005-03-19 21:12:00,2005-03-19 21:01:00,,,0.0,9.070614590435374
1954,1143.1599999999999,190.52666666666664,375.0,6,Dog,Miniature Australian Shepherd,72.02,200.0,Web,6.0,2018-08-03 14:34:00,2008-03-19 20:59:00,2006-05-19 13:31:00,,,0.0,15.872813107470146
1956,1231.4,615.7,679.2,2,Dog,Golden Retriever,72.84,500.0,Phone,6.0,2018-02-01 17:18:00,2012-12-19 08:43:00,2001-03-20 11:39:00,,,0.0,16.905546403075235
1957,2136.55,712.1833333333334,1188.5,3,Dog,Shih Tzu,37.61,200.0,Web,6.0,2018-01-05 12:56:00,2006-11-18 09:59:00,2002-03-18 08:00:00,,,0.0,20.0
1959,480.0,480.0,480.0,1,Dog,Rat Terrier,121.05,0.0,Web,6.0,2018-08-06 17:09:00,2012-12-20 01:08:00,2003-07-20 01:59:00,,,0.0,3.965303593556382
1960,381.04,127.01333333333334,297.39,3,Dog,French Bulldog,108.17,700.0,Web,6.0,2018-07-06 22:46:00,2006-08-19 11:05:00,2006-08-19 11:03:00,,,0.0,3.522603309605251
1961,695.3,347.65,516.6,2,Dog,Mixed breed Medium (20 - 55lbs when full grown),86.36,350.0,Phone,6.0,2018-06-26 09:49:00,2011-01-18 01:33:00,2002-04-20 21:29:00,,,0.0,8.051181102362204
1962,466.72,466.72,466.72,1,Dog,Siberian Husky,98.08,200.0,Phone,6.0,2018-03-26 10:55:00,2011-08-18 10:38:00,2004-02-20 11:42:00,,,0.0,4.758564437194128
1963,183.3,183.3,183.3,1,Dog,Maltipoo,49.3,200.0,Web,24.0,2018-07-23 18:15:00,2012-07-19 12:20:00,2007-08-19 13:58:00,,,0.0,3.7180527383367146
1964,925.4,185.07999999999998,516.89,5,Dog,English Springer Spaniel,59.84,500.0,Phone,24.0,2018-08-01 08:15:00,2002-08-19 15:57:00,2002-08-19 15:50:00,,,0.0,15.464572192513367
1966,676.0600000000001,135.21200000000002,432.81,5,Cat,Domestic Shorthair,36.98,250.0,Web,6.0,2018-10-13 09:14:00,2004-09-19 13:07:00,2004-09-19 13:02:00,,,0.0,18.28177393185506
1968,95.98,95.98,95.98,1,Dog,Mixed breed Large (55 – 90lbs when full grown),63.11,200.0,Web,6.0,2018-04-25 10:08:00,2007-04-20 23:51:00,2002-07-20 20:45:00,,,0.0,1.5208366344477897
1971,5232.77,2616.385,2668.42,2,Cat,<Mixed Breed (Cat)>,51.68,0.0,Web,6.0,2018-09-25 13:56:00,2012-06-19 10:46:00,2002-05-19 15:30:00,,,0.0,20.0
1977,48.9,48.9,48.9,1,Dog,Puggle,76.64,500.0,Phone,6.0,2018-10-10 17:14:00,2011-10-20 10:15:00,2011-10-20 10:15:00,,,0.0,0.6380480167014614
1980,1910.1399999999999,477.53499999999997,1125.85,4,Dog,Cavalier King Charles Spaniel,35.94,1000.0,Phone,6.0,2018-09-21 13:35:00,2010-10-19 01:05:00,2002-02-19 07:15:00,,,0.0,20.0
1987,276.3,276.3,276.3,1,Dog,English Setter,105.0,500.0,Web,48.0,2018-08-04 07:34:00,2007-06-19 11:05:00,2001-11-19 07:31:00,,,0.0,2.6314285714285717
1988,3863.0,1931.5,3613.0,2,Dog,Mixed breed (Unknown size),49.4,700.0,Web,12.0,2018-10-09 13:11:00,2005-05-19 13:10:00,2005-05-19 13:08:00,,,0.0,20.0
1990,198.23000000000002,66.07666666666667,125.26,3,Dog,Mixed breed Medium (20 - 55lbs when full grown),23.02,700.0,Web,6.0,2018-08-24 17:26:00,2011-06-20 12:55:00,2004-05-19 15:02:00,,,0.0,8.611207645525631
1992,430.97,430.97,430.97,1,Dog,Boston Terrier,81.7,500.0,Phone,60.0,2018-02-22 09:12:00,2010-04-19 11:41:00,2010-04-19 11:41:00,,,0.0,5.275030599755202
1995,731.74,731.74,731.74,1,Dog,Morkie,56.39,250.0,Phone,12.0,2018-10-05 14:19:00,2012-11-20 14:21:00,2006-01-19 08:14:00,,,0.0,12.976414257847136
2001,215.62,215.62,215.62,1,Dog,Coton de Tulear,33.12,1000.0,Phone,36.0,2018-12-06 13:27:00,2009-12-20 01:04:00,2009-12-20 01:04:00,,,0.0,6.510265700483092
2005,321.27,321.27,321.27,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),33.81,500.0,Phone,12.0,2018-11-26 08:23:00,2009-11-20 00:04:00,2009-11-20 00:04:00,,,0.0,9.502218278615793
2006,2666.94,1333.47,1716.95,2,Cat,Domestic Shorthair,36.02,250.0,Web,6.0,2018-11-15 10:21:00,2005-02-20 14:19:00,2005-01-20 13:27:00,,,0.0,20.0
2007,222.85999999999999,111.42999999999999,160.13,2,Dog,Mixed breed Large (55 – 90lbs when full grown),150.6,200.0,Phone,60.0,2018-08-02 10:41:00,2012-12-20 14:34:00,2006-06-19 10:54:00,,,0.0,1.4798140770252324
2011,40.68,40.68,40.68,1,Dog,Mixed breed Small (up to 20lbs when full grown),46.02,500.0,Phone,6.0,2018-02-05 17:19:00,2011-07-18 07:14:00,2002-06-18 16:48:00,,,0.0,0.8839634941329856
2014,3059.54,1529.77,2667.09,2,Dog,Cavapoo,96.16,700.0,Web,72.0,2018-08-14 08:47:00,2008-12-19 00:16:00,2008-12-19 00:13:00,,,0.0,20.0
2015,7795.2,1948.8,5389.35,4,Dog,Pembroke Welsh Corgi,54.01,700.0,Web,6.0,2018-06-04 08:57:00,2001-06-20 15:54:00,2001-02-20 07:56:00,,,0.0,20.0
2017,145.0,145.0,145.0,1,Dog,Shetland Sheepdog,115.49,200.0,Web,12.0,2018-12-15 08:58:00,2003-11-19 11:21:00,2003-11-19 11:21:00,,,0.0,1.2555199584379602
2020,628.3,209.4333333333333,436.75,3,Dog,Cockapoo,84.36,200.0,Web,96.0,2018-04-27 04:35:00,2012-09-19 06:58:00,2002-01-19 13:01:00,,,0.0,7.447842579421526
2022,35.76,35.76,35.76,1,Dog,Goldendoodle,87.1,200.0,Web,6.0,2018-04-02 09:50:00,2012-02-18 14:43:00,2002-09-20 11:05:00,,,0.0,0.4105625717566016
2024,178.46,178.46,178.46,1,Cat,Domestic Shorthair,41.03,250.0,Phone,36.0,2018-12-18 21:34:00,2007-09-19 17:02:00,2007-09-19 17:02:00,,,0.0,4.349500365586157
2028,342.74,171.37,240.74,2,Dog,Shetland Sheepdog,44.62,500.0,Phone,6.0,2018-05-17 15:42:00,2007-03-18 07:01:00,2006-06-20 17:40:00,,,0.0,7.681308830121022
2031,810.0,810.0,810.0,1,Dog,Australian Shepherd,83.33,200.0,Web,24.0,2018-08-11 10:52:00,2008-05-20 12:54:00,2004-03-19 14:12:00,,,0.0,9.720388815552623
2033,613.0,153.25,360.0,4,Dog,Mixed breed Small (up to 20lbs when full grown),90.6,500.0,Phone,48.0,2018-01-08 09:16:00,2006-11-18 04:22:00,2006-08-18 08:07:00,,,0.0,6.766004415011038
2034,2076.97,2076.97,2076.97,1,Cat,<Mixed Breed (Cat)>,33.68,75.0,EB,6.0,2018-12-01 00:00:00,2011-04-19 07:27:00,2011-04-19 07:27:00,,,0.0,20.0
2037,764.0,254.66666666666666,382.0,3,Dog,Golden Retriever,68.78,1000.0,Phone,60.0,2018-05-22 13:12:00,2012-01-18 13:37:00,2004-11-19 03:21:00,,,0.0,11.107880197731898
2039,1261.63,140.18111111111114,250.63,9,Dog,Nova Scotia Duck Tolling Retriever,46.66,1000.0,Phone,6.0,2018-02-27 10:47:00,2001-01-20 11:56:00,2001-01-20 11:39:00,,,0.0,20.0
2040,74.36,74.36,74.36,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),27.8,500.0,Web,1.5,2018-07-05 15:42:00,2005-07-20 09:41:00,2005-07-20 09:41:00,,,0.0,2.674820143884892
2042,1361.06,680.53,945.06,2,Dog,Staffordshire Bull Terrier,61.71,500.0,Phone,36.0,2018-03-01 09:29:00,2008-06-20 12:37:00,2007-09-20 13:42:00,,,0.0,20.0
2043,146.24,146.24,146.24,1,Cat,Domestic Longhair,56.48,1000.0,Web,96.0,2018-05-22 16:36:00,2009-10-20 07:59:00,2004-07-20 15:33:00,,,0.0,2.5892351274787537
2047,115.35,115.35,115.35,1,Dog,Labrador Retriever (Black),112.15,500.0,Phone,72.0,2018-05-15 08:11:00,2008-02-20 09:26:00,2002-08-20 14:35:00,,,0.0,1.0285332144449397
2048,3641.9500000000003,728.3900000000001,1717.42,5,Dog,Maltipoo,107.53,500.0,Phone,6.0,2018-02-05 12:47:00,2004-02-20 07:22:00,2003-06-20 08:17:00,,,0.0,20.0
2050,155.5,155.5,155.5,1,Dog,Bernese Mountain Dog,143.7,300.0,Web,6.0,2018-03-01 09:32:00,2012-07-20 14:49:00,2001-09-19 17:55:00,,,0.0,1.082115518441197
2051,215.62,215.62,215.62,1,Dog,German Shepherd,127.55,200.0,Web,72.0,2018-06-20 08:23:00,2012-12-20 00:55:00,2008-06-20 14:01:00,,,0.0,1.6904743237945905
2054,476.08,476.08,476.08,1,Cat,Domestic Shorthair,32.62,500.0,Web,6.0,2018-02-04 19:45:00,2008-10-19 16:19:00,2008-10-19 16:19:00,,,0.0,14.594727161250766
2056,500.57000000000005,250.28500000000003,484.97,2,Dog,Mixed breed Small (up to 20lbs when full grown),80.78,0.0,Phone,6.0,2018-12-26 12:26:00,2010-10-20 07:05:00,2004-01-20 08:37:00,,,0.0,6.196707105719238
2059,104.75,104.75,104.75,1,Dog,Jack Russell Terrier,17.72,1000.0,Phone,6.0,2018-10-12 13:54:00,2011-05-20 14:53:00,2002-04-20 16:30:00,,,0.0,5.9113995485327315
2062,769.4300000000001,256.4766666666667,617.47,3,Dog,Golden Retriever,55.29,500.0,Web,6.0,2018-04-13 15:14:00,2001-09-20 11:41:00,2001-09-20 11:40:00,,,0.0,13.916259721468622
2064,46.2,15.4,18.48,3,Dog,Yorkshire Terrier,41.82,1000.0,Web,6.0,2018-10-17 08:30:00,2011-12-20 11:23:00,2011-04-20 09:14:00,,,0.0,1.1047345767575323
2065,1470.5700000000002,735.2850000000001,1137.95,2,Dog,Dachshund - Standard Long Haired,57.51,700.0,Web,6.0,2018-01-17 23:24:00,2007-04-18 10:28:00,2003-10-18 11:30:00,,,0.0,20.0
2067,1171.9299999999998,585.9649999999999,605.0,2,Dog,Goldendoodle,40.18,350.0,Web,6.0,2018-06-04 05:39:00,2006-03-20 22:36:00,2006-01-20 22:18:00,,,0.0,20.0
2071,3154.38,3154.38,3154.38,1,Dog,Chihuahua,106.61,100.0,Phone,6.0,2018-10-06 16:51:00,2009-07-19 08:46:00,2009-07-19 08:46:00,,,0.0,20.0
2077,45.0,45.0,45.0,1,Dog,Golden Retriever,58.69,500.0,Phone,6.0,2018-10-17 12:43:00,2007-05-19 12:55:00,2003-11-19 09:16:00,,,0.0,0.7667405009371273
2084,238.78,238.78,238.78,1,Dog,Australian Labradoodle,43.56,200.0,Phone,6.0,2018-07-18 06:20:00,2011-11-19 16:46:00,2001-03-20 15:17:00,,,0.0,5.4816345270890725
2086,496.0,496.0,496.0,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),107.13,200.0,Web,84.0,2018-09-14 09:46:00,2004-01-19 04:03:00,2004-01-19 04:03:00,,,0.0,4.629888920003734
2087,75.5,37.75,56.5,2,Dog,Mixed breed Large (55 – 90lbs when full grown),57.85,700.0,Web,6.0,2018-07-15 14:10:00,2001-07-19 02:23:00,2001-07-19 00:25:00,,,0.0,1.3050993949870353
2088,278.07,278.07,278.07,1,Dog,Miniature Schnauzer,75.5,750.0,Phone,6.0,2018-11-14 12:16:00,2007-02-19 19:44:00,2001-08-19 23:43:00,,,0.0,3.683046357615894
2090,495.37,247.685,382.8,2,Dog,American Pitbull Terrier,71.56,300.0,Web,12.0,2018-01-03 16:38:00,2005-12-19 12:25:00,2005-12-19 12:14:00,,,0.0,6.922442705422023
2093,1354.65,451.55,653.74,3,Dog,Golden Retriever,92.73,200.0,Phone,6.0,2018-05-15 16:10:00,2012-05-18 11:01:00,2001-04-19 09:07:00,,,0.0,14.608540925266905
2097,267.62,267.62,267.62,1,Dog,Pomeranian,29.66,1000.0,Web,6.0,2018-02-03 12:36:00,2006-01-18 17:01:00,2006-01-18 17:01:00,,,0.0,9.022926500337155
2100,308.5,308.5,308.5,1,Cat,Domestic Shorthair,39.66,700.0,Phone,12.0,2018-12-11 05:02:00,2010-12-19 10:31:00,2003-05-20 13:42:00,,,0.0,7.7786182551689365
2102,645.0,645.0,645.0,1,Dog,Boxer,72.61,500.0,Phone,12.0,2018-01-13 08:56:00,2009-04-20 06:24:00,2009-04-20 06:24:00,,,0.0,8.883073956755268
2103,157.67,157.67,157.67,1,Dog,Mixed breed Medium (20 - 55lbs when full grown),79.22,200.0,Web,12.0,2018-12-05 17:10:00,2008-01-19 21:53:00,2002-10-20 13:35:00,,,0.0,1.9902802322645796
2106,170.72,170.72,170.72,1,Dog,Cockapoo,34.69,250.0,Phone,6.0,2018-08-15 06:58:00,2009-09-20 07:32:00,2005-11-20 09:20:00,,,0.0,4.921302969155376
